@RELATION iris

@ATTRIBUTE on NUMERIC
@ATTRIBUTE off NUMERIC
@ATTRIBUTE mean NUMERIC
@ATTRIBUTE std NUMERIC
@ATTRIBUTE class {Normal, DR}

@DATA
On;Off;Mean;Std;Label;;
2218;1878;48,25927734;38,61853973;Normal;;
1894;2202;42,3293457;35,56109023;Normal;;
2081;2015;42,01733398;33,10169246;Normal;;
2022;2074;44,83959961;37,24153292;Normal;;
2573;1523;61,44995117;46,53471072;Normal;;
2554;1542;59,59838867;47,02640089;Normal;;
2371;1725;50,51147461;40,00786693;Normal;;
2562;1534;59,53320313;45,41905676;Normal;;
2561;1535;55,98657227;42,42994733;Normal;;
2147;1949;49,44238281;41,98596894;Normal;;
2563;1533;61,78881836;47,47929393;Normal;;
2408;1688;58,77392578;48,31783926;Normal;;
1646;2450;41,91772461;36,34692851;Normal;;
2441;1655;46,47924805;36,03352203;Normal;;
2444;1652;58,01708984;45,44350651;Normal;;
2552;1544;58,15576172;45,92624714;Normal;;
2560;1536;63,18408203;48,22932906;Normal;;
2608;1488;91,97070313;69,59746196;Normal;;
2598;1498;75,36181641;58,28773684;Normal;;
2599;1497;79,62524414;60,75073222;Normal;;
2603;1493;79,76049805;60,13113478;Normal;;
2590;1506;78,41650391;61,42928759;Normal;;
2592;1504;78,16015625;61,2006786;Normal;;
1983;2113;42,60107422;34,69281261;Normal;;
2601;1495;80,44116211;61,03577649;Normal;;
2626;1470;83,69433594;62,04192389;Normal;;
2589;1507;76,63671875;59,44161301;Normal;;
2597;1499;79,38891602;61,19046798;Normal;;
2608;1488;89,96606445;67,58338996;Normal;;
2608;1488;87,7253418;65,93584407;Normal;;
2597;1499;85,89770508;66,57151477;Normal;;
2594;1502;73,6472168;57,22971134;Normal;;
2602;1494;79,79931641;61,92377653;Normal;;
2595;1501;75,88330078;58,75206949;Normal;;
2598;1498;84,38305664;65,13578188;Normal;;
2584;1512;76,34082031;61,74038404;Normal;;
2540;1556;69,76025391;55,57800746;Normal;;
2607;1489;73,65625;57,14162514;Normal;;
2607;1489;88,07714844;66,23830442;Normal;;
2606;1490;82,5065918;63,04741674;Normal;;
1822;2274;44,81176758;39,22063034;Normal;;
2387;1709;54,35791016;44,133213;Normal;;
2286;1810;52,22900391;43,13560749;Normal;;
2451;1645;47,4621582;36,47932204;Normal;;
1244;2852;36,78271484;35,70521219;DR;;
1504;2592;41,41455078;39,29519506;DR;;
1970;2126;58,84301758;53,17261053;DR;;
1076;3020;29,52319336;30,00977373;DR;;
1632;2464;37,65649414;29,15632443;DR;;
344;3752;24,70556641;22,47988607;DR;;
403;3693;24,98510742;23,14268578;DR;;
1172;2924;32,19165039;28,18756536;DR;;
794;3302;29,80810547;24,97784694;DR;;
1504;2592;41,99316406;38,69936665;DR;;
1874;2222;44,80078125;38,38647197;DR;;
1786;2310;39,18261719;32,19911117;DR;;
880;3216;34,66455078;31,24663828;DR;;
2507;1589;50,66210938;39,62128521;DR;;
2500;1596;57,66748047;46,02762113;DR;;
2410;1686;49,12231445;38,80223714;DR;;
1536;2560;39,25170898;31,95251165;DR;;
2352;1744;50,11352539;39,12720001;DR;;
2041;2055;47,4699707;38,76265812;DR;;
2555;1541;56,7355957;44,30648792;DR;;
2126;1970;43,68188477;35,86669287;DR;;
2548;1548;63,21728516;49,7039701;DR;;
2014;2082;49,59936523;42,72243253;DR;;
